item_id,domain,skill_id,competency,level,question_text,option_a,option_b,option_c,option_d,correct_answer,param_a,param_b,scaffold_step1,scaffold_step2
PROB_PISA_361,Y te - Duoc pham,SKILL_INDEP_MEDICAL,GiaiQuyetVanDe,VanDung,"Ba nhóm bệnh nhân độc lập gồm nhóm 1, nhóm 2 và nhóm 3 được chỉ định phác đồ điều trị mới. Xác suất đáp ứng thuốc tốt của mỗi nhóm lần lượt là $0.79$, $0.84$ và $0.89$. Tính xác suất để có đúng hai trong ba nhóm đáp ứng tốt với phác đồ điều trị.",0.3775,0.3425,0.3005,0.4005,B,1.1,1.25,"Phân tích thành 3 trường hợp rời nhau (xung khắc): (nhóm 1 và 2 đạt, nhóm 3 không), (nhóm 1 và 3 đạt, nhóm 2 không), hoặc (nhóm 2 và 3 đạt, nhóm 1 không).","Áp dụng quy tắc nhân xác suất cho các biến cố độc lập trong từng trường hợp, sau đó áp dụng quy tắc cộng xác suất để tìm kết quả chung."
PROB_PISA_362,Tai chinh - Kinh te,SKILL_RISK_FINANCE,GiaiQuyetVanDe,VanDung,Một nhà đầu tư tài chính phân bổ vốn vào hai quỹ mở $F_1$ và $F_2$ hoạt động trên hai thị trường độc lập. Xác suất quỹ $F_1$ đạt mục tiêu lợi nhuận trong quý là $0.78$ và quỹ $F_2$ là $0.75$. Tính xác suất để nhà đầu tư có ít nhất một quỹ đạt mục tiêu lợi nhuận đã đề ra.,0.98,0.945,0.903,0.88,B,1.27,1.29,Xác định biến cố đối: Tình huống xấu nhất 'cả hai quỹ đều không đạt mục tiêu lợi nhuận' xảy ra với xác suất bao nhiêu?,"Vì hai quỹ hoạt động độc lập, tính xác suất biến cố đối bằng quy tắc nhân: $P(\text{Đối}) = (1 - P(F_1))(1 - P(F_2))$, sau đó lấy $1 - P(\text{Đối})$."
PROB_PISA_363,Ky thuat - San xuat,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,Một nhà máy sản xuất linh kiện điện tử có hai dây chuyền $L_1$ và $L_2$ cùng sản xuất một mã sản phẩm. Dây chuyền $L_1$ chiếm $60\%$ tổng sản lượng với tỷ lệ phế phẩm là $1.5\%$; dây chuyền $L_2$ chiếm $40\%$ sản lượng với tỷ lệ phế phẩm là $2.5\%$. Chọn ngẫu nhiên một linh kiện trong kho thành phẩm. Tính xác suất linh kiện được chọn là sản phẩm đạt chuẩn chất lượng.,0.939,0.916,0.981,0.896,C,1.44,1.33,"Sử dụng công thức xác suất toàn phần để xác định tỷ lệ phế phẩm chung của toàn nhà máy: $P(\text{Phế phẩm}) = 0{,}6 \cdot P(\text{Lỗi}\mid L_1) + 0{,}4 \cdot P(\text{Lỗi}\mid L_2)$.",Áp dụng công thức biến cố đối: Xác suất sản phẩm đạt chuẩn chất lượng xuất xưởng là $P(\text{Đạt}) = 1 - P(\text{Phế phẩm})$.
PROB_PISA_364,Cong nghe thong tin,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,"Một hệ thống cơ sở dữ liệu y tế trực tuyến sử dụng $3$ máy chủ đám mây hoạt động song song độc lập. Xác suất gặp sự cố gián đoạn mạng trong ngày của mỗi máy chủ lần lượt là $0.05$, $0.08$ và $0.1$. Hệ thống duy trì hoạt động bình thường nếu có ít nhất một máy chủ vận hành tốt. Tính xác suất hệ thống dữ liệu hoạt động thông suốt không bị ngắt quãng trong ngày.",0.9576,0.9346,0.9146,0.9996,D,1.25,1.37,Hệ thống chỉ bị gián đoạn toàn phần khi tất cả 3 máy chủ cùng đồng thời gặp sự cố kỹ thuật.,"Vì 3 máy chủ hoạt động độc lập, xác suất gián đoạn toàn bộ là $q_1 \cdot q_2 \cdot q_3$. Áp dụng nguyên lý biến cố đối để tìm xác suất hệ thống hoạt động thông suốt."
PROB_PISA_365,Giao thong - Logistics,SKILL_LOGISTICS,GiaiQuyetVanDe,VanDung,"Một kiện hàng hóa sinh học được vận chuyển qua ba cung đường độc lập: hàng không, đường sắt và vận tải nội đô. Xác suất xảy ra chậm trễ giờ ở mỗi cung đường lần lượt là $0.04$, $0.06$ và $0.08$. Tính xác suất để kiện hàng đến đích hoàn toàn đúng thời gian quy định (không trễ ở bất kỳ chặng nào).",0.8302,0.8652,0.7882,0.8882,A,1.42,1.41,"Để toàn bộ kiện hàng đến đúng hẹn, điều kiện cần và đủ là cả 3 chặng vận chuyển đều phải hoàn thành đúng giờ.","Tính xác suất đúng giờ của từng chặng: $1 - d_i$, sau đó áp dụng quy tắc nhân xác suất cho 3 biến cố độc lập liên tiếp."
PROB_PISA_366,Y te - Duoc pham,SKILL_INDEP_MEDICAL,GiaiQuyetVanDe,VanDung,"Trong một nghiên cứu y khoa, ba phương pháp xét nghiệm sinh học $M_1$, $M_2$ và $M_3$ hoạt động độc lập để phát hiện kháng thể trong huyết thanh bệnh nhân. Xác suất phát hiện thành công của mỗi phương pháp lần lượt là $0.79$, $0.88$ và $0.85$. Tính xác suất để có ít nhất một phương pháp phát hiện thành công kháng thể.",0.9542,0.9312,0.9962,0.9112,C,1.23,1.45,Xác định biến cố đối: Tình huống 'cả ba phương pháp đều không phát hiện được kháng thể' xảy ra khi từng phương pháp đồng thời thất bại.,"Vì các phương pháp hoạt động độc lập, hãy tính xác suất cả 3 cùng thất bại: $P(\text{Đối}) = (1 - 0.79)(1 - 0.88)(1 - 0.85)$, sau đó tính $P = 1 - P(\text{Đối})$."
PROB_PISA_367,Tai chinh - Kinh te,SKILL_RISK_FINANCE,GiaiQuyetVanDe,VanDung,Một nhà đầu tư tài chính phân bổ vốn vào hai quỹ mở $F_1$ và $F_2$ hoạt động trên hai thị trường độc lập. Xác suất quỹ $F_1$ đạt mục tiêu lợi nhuận trong quý là $0.82$ và quỹ $F_2$ là $0.79$. Tính xác suất để nhà đầu tư có ít nhất một quỹ đạt mục tiêu lợi nhuận đã đề ra.,0.9972,0.9202,0.9622,0.8972,C,1.4,1.49,Xác định biến cố đối: Tình huống xấu nhất 'cả hai quỹ đều không đạt mục tiêu lợi nhuận' xảy ra với xác suất bao nhiêu?,"Vì hai quỹ hoạt động độc lập, tính xác suất biến cố đối bằng quy tắc nhân: $P(\text{Đối}) = (1 - P(F_1))(1 - P(F_2))$, sau đó lấy $1 - P(\text{Đối})$."
PROB_PISA_368,Ky thuat - San xuat,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,Một nhà máy sản xuất linh kiện điện tử có hai dây chuyền $L_1$ và $L_2$ cùng sản xuất một mã sản phẩm. Dây chuyền $L_1$ chiếm $60\%$ tổng sản lượng với tỷ lệ phế phẩm là $2.0\%$; dây chuyền $L_2$ chiếm $40\%$ sản lượng với tỷ lệ phế phẩm là $3.0\%$. Chọn ngẫu nhiên một linh kiện trong kho thành phẩm. Tính xác suất linh kiện được chọn là sản phẩm đạt chuẩn chất lượng.,0.934,0.911,0.891,0.976,D,1.21,1.53,"Sử dụng công thức xác suất toàn phần để xác định tỷ lệ phế phẩm chung của toàn nhà máy: $P(\text{Phế phẩm}) = 0{,}6 \cdot P(\text{Lỗi}\mid L_1) + 0{,}4 \cdot P(\text{Lỗi}\mid L_2)$.",Áp dụng công thức biến cố đối: Xác suất sản phẩm đạt chuẩn chất lượng xuất xưởng là $P(\text{Đạt}) = 1 - P(\text{Phế phẩm})$.
PROB_PISA_369,Cong nghe thong tin,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,"Một hệ thống cơ sở dữ liệu y tế trực tuyến sử dụng $3$ máy chủ đám mây hoạt động song song độc lập. Xác suất gặp sự cố gián đoạn mạng trong ngày của mỗi máy chủ lần lượt là $0.07$, $0.1$ và $0.12$. Hệ thống duy trì hoạt động bình thường nếu có ít nhất một máy chủ vận hành tốt. Tính xác suất hệ thống dữ liệu hoạt động thông suốt không bị ngắt quãng trong ngày.",0.9992,0.9572,0.9342,0.9142,A,1.38,1.57,Hệ thống chỉ bị gián đoạn toàn phần khi tất cả 3 máy chủ cùng đồng thời gặp sự cố kỹ thuật.,"Vì 3 máy chủ hoạt động độc lập, xác suất gián đoạn toàn bộ là $q_1 \cdot q_2 \cdot q_3$. Áp dụng nguyên lý biến cố đối để tìm xác suất hệ thống hoạt động thông suốt."
PROB_PISA_370,Giao thong - Logistics,SKILL_LOGISTICS,GiaiQuyetVanDe,VanDung,"Một kiện hàng hóa sinh học được vận chuyển qua ba cung đường độc lập: hàng không, đường sắt và vận tải nội đô. Xác suất xảy ra chậm trễ giờ ở mỗi cung đường lần lượt là $0.06$, $0.08$ và $0.1$. Tính xác suất để kiện hàng đến đích hoàn toàn đúng thời gian quy định (không trễ ở bất kỳ chặng nào).",0.8133,0.7783,0.7363,0.8363,B,1.19,1.61,"Để toàn bộ kiện hàng đến đúng hẹn, điều kiện cần và đủ là cả 3 chặng vận chuyển đều phải hoàn thành đúng giờ.","Tính xác suất đúng giờ của từng chặng: $1 - d_i$, sau đó áp dụng quy tắc nhân xác suất cho 3 biến cố độc lập liên tiếp."
PROB_PISA_371,Y te - Duoc pham,SKILL_INDEP_MEDICAL,GiaiQuyetVanDe,VanDung,"Ba nhóm bệnh nhân độc lập gồm nhóm 1, nhóm 2 và nhóm 3 được chỉ định phác đồ điều trị mới. Xác suất đáp ứng thuốc tốt của mỗi nhóm lần lượt là $0.79$, $0.92$ và $0.93$. Tính xác suất để có đúng hai trong ba nhóm đáp ứng tốt với phác đồ điều trị.",0.3243,0.2473,0.3473,0.2893,D,1.36,1.65,"Phân tích thành 3 trường hợp rời nhau (xung khắc): (nhóm 1 và 2 đạt, nhóm 3 không), (nhóm 1 và 3 đạt, nhóm 2 không), hoặc (nhóm 2 và 3 đạt, nhóm 1 không).","Áp dụng quy tắc nhân xác suất cho các biến cố độc lập trong từng trường hợp, sau đó áp dụng quy tắc cộng xác suất để tìm kết quả chung."
PROB_PISA_372,Tai chinh - Kinh te,SKILL_RISK_FINANCE,GiaiQuyetVanDe,VanDung,Một nhà đầu tư tài chính phân bổ vốn vào hai quỹ mở $F_1$ và $F_2$ hoạt động trên hai thị trường độc lập. Xác suất quỹ $F_1$ đạt mục tiêu lợi nhuận trong quý là $0.86$ và quỹ $F_2$ là $0.83$. Tính xác suất để nhà đầu tư có ít nhất một quỹ đạt mục tiêu lợi nhuận đã đề ra.,0.9342,0.9112,0.8912,0.9762,D,1.17,1.69,Xác định biến cố đối: Tình huống xấu nhất 'cả hai quỹ đều không đạt mục tiêu lợi nhuận' xảy ra với xác suất bao nhiêu?,"Vì hai quỹ hoạt động độc lập, tính xác suất biến cố đối bằng quy tắc nhân: $P(\text{Đối}) = (1 - P(F_1))(1 - P(F_2))$, sau đó lấy $1 - P(\text{Đối})$."
PROB_PISA_373,Ky thuat - San xuat,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,Một nhà máy sản xuất linh kiện điện tử có hai dây chuyền $L_1$ và $L_2$ cùng sản xuất một mã sản phẩm. Dây chuyền $L_1$ chiếm $60\%$ tổng sản lượng với tỷ lệ phế phẩm là $2.5\%$; dây chuyền $L_2$ chiếm $40\%$ sản lượng với tỷ lệ phế phẩm là $3.5000000000000004\%$. Chọn ngẫu nhiên một linh kiện trong kho thành phẩm. Tính xác suất linh kiện được chọn là sản phẩm đạt chuẩn chất lượng.,0.971,0.929,0.906,0.886,A,1.34,1.73,"Sử dụng công thức xác suất toàn phần để xác định tỷ lệ phế phẩm chung của toàn nhà máy: $P(\text{Phế phẩm}) = 0{,}6 \cdot P(\text{Lỗi}\mid L_1) + 0{,}4 \cdot P(\text{Lỗi}\mid L_2)$.",Áp dụng công thức biến cố đối: Xác suất sản phẩm đạt chuẩn chất lượng xuất xưởng là $P(\text{Đạt}) = 1 - P(\text{Phế phẩm})$.
PROB_PISA_374,Cong nghe thong tin,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,"Một hệ thống cơ sở dữ liệu y tế trực tuyến sử dụng $3$ máy chủ đám mây hoạt động song song độc lập. Xác suất gặp sự cố gián đoạn mạng trong ngày của mỗi máy chủ lần lượt là $0.09$, $0.12$ và $0.14$. Hệ thống duy trì hoạt động bình thường nếu có ít nhất một máy chủ vận hành tốt. Tính xác suất hệ thống dữ liệu hoạt động thông suốt không bị ngắt quãng trong ngày.",0.9565,0.9985,0.9335,0.9135,B,1.15,1.77,Hệ thống chỉ bị gián đoạn toàn phần khi tất cả 3 máy chủ cùng đồng thời gặp sự cố kỹ thuật.,"Vì 3 máy chủ hoạt động độc lập, xác suất gián đoạn toàn bộ là $q_1 \cdot q_2 \cdot q_3$. Áp dụng nguyên lý biến cố đối để tìm xác suất hệ thống hoạt động thông suốt."
PROB_PISA_375,Giao thong - Logistics,SKILL_LOGISTICS,GiaiQuyetVanDe,VanDung,"Một kiện hàng hóa sinh học được vận chuyển qua ba cung đường độc lập: hàng không, đường sắt và vận tải nội đô. Xác suất xảy ra chậm trễ giờ ở mỗi cung đường lần lượt là $0.08$, $0.1$ và $0.12$. Tính xác suất để kiện hàng đến đích hoàn toàn đúng thời gian quy định (không trễ ở bất kỳ chặng nào).",0.7636,0.6866,0.7286,0.7866,C,1.32,1.81,"Để toàn bộ kiện hàng đến đúng hẹn, điều kiện cần và đủ là cả 3 chặng vận chuyển đều phải hoàn thành đúng giờ.","Tính xác suất đúng giờ của từng chặng: $1 - d_i$, sau đó áp dụng quy tắc nhân xác suất cho 3 biến cố độc lập liên tiếp."
PROB_PISA_376,Y te - Duoc pham,SKILL_INDEP_MEDICAL,GiaiQuyetVanDe,VanDung,"Trong một nghiên cứu y khoa, ba phương pháp xét nghiệm sinh học $M_1$, $M_2$ và $M_3$ hoạt động độc lập để phát hiện kháng thể trong huyết thanh bệnh nhân. Xác suất phát hiện thành công của mỗi phương pháp lần lượt là $0.79$, $0.8$ và $0.89$. Tính xác suất để có ít nhất một phương pháp phát hiện thành công kháng thể.",0.9954,0.9534,0.9304,0.9104,A,1.13,0.85,Xác định biến cố đối: Tình huống 'cả ba phương pháp đều không phát hiện được kháng thể' xảy ra khi từng phương pháp đồng thời thất bại.,"Vì các phương pháp hoạt động độc lập, hãy tính xác suất cả 3 cùng thất bại: $P(\text{Đối}) = (1 - 0.79)(1 - 0.8)(1 - 0.89)$, sau đó tính $P = 1 - P(\text{Đối})$."
PROB_PISA_377,Tai chinh - Kinh te,SKILL_RISK_FINANCE,GiaiQuyetVanDe,VanDung,Một nhà đầu tư tài chính phân bổ vốn vào hai quỹ mở $F_1$ và $F_2$ hoạt động trên hai thị trường độc lập. Xác suất quỹ $F_1$ đạt mục tiêu lợi nhuận trong quý là $0.7$ và quỹ $F_2$ là $0.87$. Tính xác suất để nhà đầu tư có ít nhất một quỹ đạt mục tiêu lợi nhuận đã đề ra.,0.961,0.996,0.919,0.896,A,1.3,0.89,Xác định biến cố đối: Tình huống xấu nhất 'cả hai quỹ đều không đạt mục tiêu lợi nhuận' xảy ra với xác suất bao nhiêu?,"Vì hai quỹ hoạt động độc lập, tính xác suất biến cố đối bằng quy tắc nhân: $P(\text{Đối}) = (1 - P(F_1))(1 - P(F_2))$, sau đó lấy $1 - P(\text{Đối})$."
PROB_PISA_378,Ky thuat - San xuat,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,Một nhà máy sản xuất linh kiện điện tử có hai dây chuyền $L_1$ và $L_2$ cùng sản xuất một mã sản phẩm. Dây chuyền $L_1$ chiếm $60\%$ tổng sản lượng với tỷ lệ phế phẩm là $3.0\%$; dây chuyền $L_2$ chiếm $40\%$ sản lượng với tỷ lệ phế phẩm là $2.5\%$. Chọn ngẫu nhiên một linh kiện trong kho thành phẩm. Tính xác suất linh kiện được chọn là sản phẩm đạt chuẩn chất lượng.,0.93,0.972,0.907,0.887,B,1.11,0.93,"Sử dụng công thức xác suất toàn phần để xác định tỷ lệ phế phẩm chung của toàn nhà máy: $P(\text{Phế phẩm}) = 0{,}6 \cdot P(\text{Lỗi}\mid L_1) + 0{,}4 \cdot P(\text{Lỗi}\mid L_2)$.",Áp dụng công thức biến cố đối: Xác suất sản phẩm đạt chuẩn chất lượng xuất xưởng là $P(\text{Đạt}) = 1 - P(\text{Phế phẩm})$.
PROB_PISA_379,Cong nghe thong tin,SKILL_RELIABILITY_TECH,GiaiQuyetVanDe,VanDung,"Một hệ thống cơ sở dữ liệu y tế trực tuyến sử dụng $3$ máy chủ đám mây hoạt động song song độc lập. Xác suất gặp sự cố gián đoạn mạng trong ngày của mỗi máy chủ lần lượt là $0.11$, $0.08$ và $0.1$. Hệ thống duy trì hoạt động bình thường nếu có ít nhất một máy chủ vận hành tốt. Tính xác suất hệ thống dữ liệu hoạt động thông suốt không bị ngắt quãng trong ngày.",0.9571,0.9341,0.9991,0.9141,C,1.28,0.97,Hệ thống chỉ bị gián đoạn toàn phần khi tất cả 3 máy chủ cùng đồng thời gặp sự cố kỹ thuật.,"Vì 3 máy chủ hoạt động độc lập, xác suất gián đoạn toàn bộ là $q_1 \cdot q_2 \cdot q_3$. Áp dụng nguyên lý biến cố đối để tìm xác suất hệ thống hoạt động thông suốt."
PROB_PISA_380,Giao thong - Logistics,SKILL_LOGISTICS,GiaiQuyetVanDe,VanDung,"Một kiện hàng hóa sinh học được vận chuyển qua ba cung đường độc lập: hàng không, đường sắt và vận tải nội đô. Xác suất xảy ra chậm trễ giờ ở mỗi cung đường lần lượt là $0.04$, $0.06$ và $0.14$. Tính xác suất để kiện hàng đến đích hoàn toàn đúng thời gian quy định (không trễ ở bất kỳ chặng nào).",0.8111,0.7341,0.8341,0.7761,D,1.45,1.01,"Để toàn bộ kiện hàng đến đúng hẹn, điều kiện cần và đủ là cả 3 chặng vận chuyển đều phải hoàn thành đúng giờ.","Tính xác suất đúng giờ của từng chặng: $1 - d_i$, sau đó áp dụng quy tắc nhân xác suất cho 3 biến cố độc lập liên tiếp."
